country_code,year,current_account_pct_gdp,gdp_usd_bn,gdp_growth_pct,inflation_avg_pct,unemployment_pct,govt_gross_debt_gdp,population_millions,source_engine
AFQ,2016,-4.6,2521.912,2.0,10.0,,47.2,1190.898,imf_datamapper_v1
AFQ,2017,-3.0,2530.946,3.5,12.8,,48.1,1222.842,imf_datamapper_v1
AFQ,2018,-2.3,2711.647,3.4,11.4,,49.8,1252.906,imf_datamapper_v1
AFQ,2019,-3.1,2811.398,2.9,10.0,,51.5,1283.621,imf_datamapper_v1
AFQ,2020,-3.3,2672.655,-2.3,11.8,,60.7,1310.688,imf_datamapper_v1
AFQ,2021,-1.5,2969.855,4.1,12.8,,60.3,1341.0,imf_datamapper_v1
AFQ,2022,-1.4,3196.507,4.5,14.9,,60.0,1371.688,imf_datamapper_v1
AFQ,2023,-1.7,3027.525,3.5,19.3,,64.7,1402.898,imf_datamapper_v1
AGO,2010,7.9,95.547,5.3,14.5,,32.6,23.295,imf_datamapper_v1
AGO,2011,10.4,125.552,3.6,13.5,,26.3,24.218,imf_datamapper_v1
AGO,2012,9.6,143.573,8.5,10.3,,23.8,25.177,imf_datamapper_v1
AGO,2013,5.4,153.761,4.9,8.8,,29.5,26.166,imf_datamapper_v1
AGO,2014,-2.3,164.448,4.7,7.3,,35.3,27.161,imf_datamapper_v1
AGO,2015,-7.8,131.661,0.8,9.2,,50.4,28.158,imf_datamapper_v1
AGO,2016,-2.6,116.473,-1.7,30.7,,65.7,29.183,imf_datamapper_v1
AGO,2017,-0.4,141.911,-0.1,29.8,,59.6,30.235,imf_datamapper_v1
AGO,2018,6.4,115.456,-0.6,19.6,,81.6,31.297,imf_datamapper_v1
AGO,2019,5.4,95.21,-0.2,17.1,,100.8,32.376,imf_datamapper_v1
AGO,2020,1.3,66.136,-4.0,22.3,,119.8,33.451,imf_datamapper_v1
AGO,2021,10.1,83.022,2.1,25.8,,75.5,34.532,imf_datamapper_v1
AGO,2022,8.5,139.171,4.2,21.4,,57.4,35.635,imf_datamapper_v1
AGO,2023,3.7,113.135,1.3,13.6,,75.7,36.75,imf_datamapper_v1
ALB,2010,-11.3,11.937,3.7,3.6,14.0,57.7,2.913,imf_datamapper_v1
ALB,2011,-12.9,12.899,2.5,3.4,14.0,59.4,2.905,imf_datamapper_v1
ALB,2012,-10.2,12.324,1.4,2.0,13.4,62.1,2.9,imf_datamapper_v1
ALB,2013,-9.3,12.784,1.0,1.9,15.9,70.4,2.895,imf_datamapper_v1
ALB,2014,-10.8,13.246,1.8,1.6,17.5,72.0,2.889,imf_datamapper_v1
ALB,2015,-8.6,11.389,2.2,1.9,17.1,73.7,2.881,imf_datamapper_v1
ALB,2016,-7.6,11.862,3.9,1.3,15.2,73.3,2.876,imf_datamapper_v1
ALB,2017,-7.5,13.053,3.3,2.0,13.7,71.9,2.873,imf_datamapper_v1
ALB,2018,-6.7,15.38,3.7,2.0,12.3,68.5,2.866,imf_datamapper_v1
ALB,2019,-7.5,15.582,2.1,1.4,11.5,66.6,2.854,imf_datamapper_v1
ALB,2020,-8.6,15.271,-3.3,1.6,11.7,75.4,2.838,imf_datamapper_v1
ALB,2021,-7.7,17.985,9.0,2.0,11.5,74.8,2.812,imf_datamapper_v1
ALB,2022,-5.8,19.189,4.8,6.7,10.8,64.7,2.778,imf_datamapper_v1
ALB,2023,-1.2,23.633,4.0,4.8,9.5,58.0,2.75,imf_datamapper_v1
AND,2010,,3.446,-2.0,1.7,3.0,35.0,0.07,imf_datamapper_v1
AND,2011,,3.625,0.0,2.6,3.7,36.5,0.07,imf_datamapper_v1
AND,2012,,3.189,-5.0,1.5,6.0,41.5,0.07,imf_datamapper_v1
AND,2013,,3.193,-3.5,0.5,6.2,42.5,0.07,imf_datamapper_v1
AND,2014,,3.267,2.5,-0.1,5.3,42.0,0.071,imf_datamapper_v1
AND,2015,,2.789,1.4,-1.1,3.9,41.0,0.072,imf_datamapper_v1
AND,2016,,2.895,3.7,-0.4,3.3,39.8,0.073,imf_datamapper_v1
AND,2017,,2.993,0.3,2.6,2.4,37.9,0.075,imf_datamapper_v1
AND,2018,,3.217,1.6,1.0,1.8,36.3,0.076,imf_datamapper_v1
AND,2019,18.0,3.155,2.0,0.5,2.1,35.4,0.078,imf_datamapper_v1
AND,2020,15.5,2.885,-11.2,0.1,2.9,46.4,0.078,imf_datamapper_v1
AND,2021,15.0,3.325,8.3,1.7,3.3,48.6,0.08,imf_datamapper_v1
AND,2022,11.6,3.376,9.6,6.2,2.1,38.9,0.082,imf_datamapper_v1
AND,2023,14.2,3.786,2.6,5.6,1.5,35.4,0.085,imf_datamapper_v1
APQ,2010,2.5,20467.665,8.0,4.2,,77.2,3971.044,imf_datamapper_v1
APQ,2011,1.1,23574.591,6.1,5.3,,77.8,4016.432,imf_datamapper_v1
APQ,2012,0.9,25057.761,5.6,4.1,,77.8,4062.134,imf_datamapper_v1
APQ,2013,0.9,25467.205,5.8,4.0,,72.4,4105.845,imf_datamapper_v1
APQ,2014,1.5,26438.417,5.6,3.6,,71.3,4150.284,imf_datamapper_v1
APQ,2015,2.2,26236.894,5.6,2.5,,69.6,4191.36,imf_datamapper_v1
APQ,2016,2.0,27355.282,5.4,2.6,,76.5,4235.473,imf_datamapper_v1
APQ,2017,1.7,29313.941,5.7,2.7,,76.3,4277.251,imf_datamapper_v1
APQ,2018,0.9,31476.036,5.4,3.0,,76.4,4315.343,imf_datamapper_v1
APQ,2019,1.4,32245.869,4.3,3.4,,79.7,4353.119,imf_datamapper_v1
APQ,2020,2.2,32324.265,-0.8,3.2,,91.0,4386.142,imf_datamapper_v1
APQ,2021,2.2,37114.675,7.3,3.0,,88.1,4413.787,imf_datamapper_v1
APQ,2022,1.7,37109.896,4.3,6.3,,87.6,4439.941,imf_datamapper_v1
APQ,2023,1.5,37789.301,4.7,4.8,,89.4,4466.305,imf_datamapper_v1
ARE,2010,4.0,307.736,7.9,0.9,,18.3,6.965,imf_datamapper_v1
ARE,2011,11.8,368.881,6.7,0.9,,20.4,7.244,imf_datamapper_v1
ARE,2012,18.6,392.793,4.7,0.7,,20.2,7.539,imf_datamapper_v1
ARE,2013,17.9,409.633,4.9,1.1,,15.3,7.847,imf_datamapper_v1
ARE,2014,12.8,424.936,4.6,2.3,,13.5,8.272,imf_datamapper_v1
ARE,2015,4.6,381.973,7.1,4.1,,15.6,8.738,imf_datamapper_v1
ARE,2016,3.5,381.717,5.7,1.6,,18.6,9.132,imf_datamapper_v1
ARE,2017,6.8,403.365,-1.1,2.0,,21.2,9.315,imf_datamapper_v1
ARE,2018,9.4,440.56,1.5,3.1,,20.7,9.379,imf_datamapper_v1
ARE,2019,8.6,433.926,1.3,-1.9,,25.8,9.513,imf_datamapper_v1
ARE,2020,5.9,357.162,-8.7,-2.1,,30.1,9.289,imf_datamapper_v1
ARE,2021,11.4,422.441,4.6,-0.1,,35.7,9.861,imf_datamapper_v1
ARE,2022,13.0,511.403,7.5,4.8,,31.5,10.289,imf_datamapper_v1
ARE,2023,14.1,522.622,4.3,1.6,,31.9,10.679,imf_datamapper_v1
ARG,2010,-0.4,424.729,10.1,10.5,7.8,43.5,40.788,imf_datamapper_v1
ARG,2011,-1.0,527.644,6.0,9.8,7.2,38.9,41.261,imf_datamapper_v1
ARG,2012,-0.4,579.666,-1.0,10.0,7.2,40.4,41.733,imf_datamapper_v1
ARG,2013,-2.1,611.471,2.4,10.6,7.1,43.5,42.203,imf_datamapper_v1
ARG,2014,-1.6,563.614,-2.5,,7.3,44.7,42.67,imf_datamapper_v1
ARG,2015,-2.7,642.464,2.7,,6.5,52.6,43.132,imf_datamapper_v1
ARG,2016,-2.7,556.774,-2.1,,8.5,53.1,43.59,imf_datamapper_v1
ARG,2017,-4.8,643.861,2.8,25.7,8.4,57.0,44.045,imf_datamapper_v1
ARG,2018,-5.2,524.431,-2.6,34.3,9.2,85.2,44.495,imf_datamapper_v1
ARG,2019,-0.8,446.762,-2.0,53.5,9.8,89.8,44.939,imf_datamapper_v1
ARG,2020,0.7,385.218,-9.9,42.0,11.6,103.8,45.377,imf_datamapper_v1
ARG,2021,1.4,486.04,10.4,48.4,8.8,81.0,45.809,imf_datamapper_v1
ARG,2022,-0.6,633.52,6.0,72.4,6.8,84.3,46.235,imf_datamapper_v1
ARG,2023,-3.2,648.895,-1.9,133.5,6.1,154.6,46.655,imf_datamapper_v1
ARM,2010,-13.6,9.26,2.2,8.2,19.0,40.0,3.02,imf_datamapper_v1
ARM,2011,-10.4,10.142,4.7,7.5,18.4,42.2,3.024,imf_datamapper_v1
ARM,2012,-10.0,10.619,7.1,2.5,17.3,41.4,3.022,imf_datamapper_v1
ARM,2013,-7.3,11.121,3.4,5.7,16.2,40.9,3.014,imf_datamapper_v1
ARM,2014,-7.8,11.61,3.6,3.0,17.6,43.7,3.005,imf_datamapper_v1
ARM,2015,-2.7,10.553,3.3,3.7,18.5,48.7,2.992,imf_datamapper_v1
ARM,2016,-1.0,10.546,0.2,-1.4,18.0,56.7,2.979,imf_datamapper_v1
ARM,2017,-1.3,11.527,7.5,1.0,17.8,58.9,2.969,imf_datamapper_v1
ARM,2018,-7.2,12.458,5.2,2.5,19.0,55.7,2.963,imf_datamapper_v1
ARM,2019,-7.1,13.619,7.6,1.4,18.3,53.7,2.962,imf_datamapper_v1
ARM,2020,-4.0,12.642,-7.1,1.2,18.2,67.4,2.962,imf_datamapper_v1
ARM,2021,-3.4,13.879,5.8,7.2,15.5,63.4,2.969,imf_datamapper_v1
ARM,2022,0.7,19.514,12.6,8.6,13.5,49.2,2.984,imf_datamapper_v1
ARM,2023,-2.8,24.186,8.3,2.0,12.4,50.5,3.034,imf_datamapper_v1
AS5,2010,5.8,1803.016,7.6,3.9,,44.8,433.026,imf_datamapper_v1
AS5,2011,5.4,2079.545,4.6,4.6,,43.5,439.944,imf_datamapper_v1
AS5,2012,2.1,2191.351,6.2,3.4,,45.0,445.934,imf_datamapper_v1
AS5,2013,1.5,2252.206,4.9,4.1,,45.1,452.066,imf_datamapper_v1
AS5,2014,2.9,2253.369,4.4,4.2,,45.1,457.869,imf_datamapper_v1
AS5,2015,3.9,2177.95,4.6,3.0,,46.5,463.274,imf_datamapper_v1
AS5,2016,4.0,2285.886,4.8,2.0,,46.6,469.127,imf_datamapper_v1
AS5,2017,4.0,2464.361,5.2,2.8,,47.1,474.321,imf_datamapper_v1
AS5,2018,2.1,2632.627,4.9,2.6,,48.4,479.319,imf_datamapper_v1
AS5,2019,2.7,2781.905,4.2,1.9,,50.1,483.951,imf_datamapper_v1
AS5,2020,4.0,2609.764,-4.4,0.9,,61.5,489.178,imf_datamapper_v1
AS5,2021,3.0,2901.542,4.1,2.0,,65.6,492.516,imf_datamapper_v1
AS5,2022,2.8,3141.229,5.5,4.8,,67.3,496.684,imf_datamapper_v1
AS5,2023,2.5,3236.367,4.1,3.5,,70.2,501.285,imf_datamapper_v1
ATG,2010,,1.298,-7.8,3.4,,79.4,0.085,imf_datamapper_v1
ATG,2011,,1.287,-2.0,3.5,,81.1,0.086,imf_datamapper_v1
ATG,2012,,1.365,3.4,3.4,,76.9,0.087,imf_datamapper_v1
ATG,2013,,1.325,-0.6,1.1,,85.4,0.088,imf_datamapper_v1
ATG,2014,0.0,1.379,2.2,1.1,,91.9,0.089,imf_datamapper_v1
ATG,2015,2.0,1.437,1.4,1.0,,92.1,0.091,imf_datamapper_v1
ATG,2016,-2.4,1.49,4.1,-0.5,,83.1,0.092,imf_datamapper_v1
ATG,2017,-7.7,1.535,2.7,2.4,,88.2,0.094,imf_datamapper_v1
ATG,2018,-14.0,1.662,6.7,1.2,,84.3,0.095,imf_datamapper_v1
ATG,2019,-6.5,1.726,3.2,1.4,,81.6,0.096,imf_datamapper_v1
ATG,2020,-15.6,1.412,-18.9,1.1,,100.5,0.098,imf_datamapper_v1
ATG,2021,-17.6,1.602,8.2,1.6,,93.0,0.099,imf_datamapper_v1
ATG,2022,-15.1,1.857,8.5,7.5,,82.4,0.101,imf_datamapper_v1
ATG,2023,-12.9,2.054,3.9,5.1,,74.5,0.102,imf_datamapper_v1
AUS,2010,-3.7,1258.45,2.4,2.9,5.2,20.3,22.172,imf_datamapper_v1
AUS,2011,-3.0,1520.441,2.8,3.4,5.1,24.0,22.522,imf_datamapper_v1
AUS,2012,-4.4,1575.93,3.9,1.7,5.2,27.4,22.928,imf_datamapper_v1
AUS,2013,-3.4,1526.608,2.2,2.5,5.7,30.3,23.298,imf_datamapper_v1
AUS,2014,-3.1,1463.091,2.6,2.5,6.1,33.9,23.64,imf_datamapper_v1
AUS,2015,-4.7,1238.863,2.3,1.5,6.1,37.6,23.985,imf_datamapper_v1
AUS,2016,-3.5,1267.66,2.7,1.3,5.7,40.5,24.385,imf_datamapper_v1
AUS,2017,-2.9,1386.367,2.4,2.0,5.6,41.0,24.759,imf_datamapper_v1
AUS,2018,-2.6,1422.597,2.8,1.9,5.3,41.6,25.146,imf_datamapper_v1
AUS,2019,-0.1,1391.987,2.0,1.6,5.2,46.5,25.52,imf_datamapper_v1
AUS,2020,1.6,1366.669,-2.0,0.9,6.5,56.9,25.631,imf_datamapper_v1
AUS,2021,2.3,1660.123,5.4,2.8,5.1,55.4,25.774,imf_datamapper_v1
AUS,2022,0.3,1731.233,4.2,6.6,3.7,50.0,26.32,imf_datamapper_v1
AUS,2023,-0.4,1748.175,2.1,5.6,3.7,49.4,26.957,imf_datamapper_v1
AUT,2010,2.9,390.146,1.8,1.7,5.2,83.7,8.361,imf_datamapper_v1
AUT,2011,1.6,428.879,2.9,3.5,4.9,83.4,8.389,imf_datamapper_v1
AUT,2012,1.5,407.008,0.6,2.6,5.2,82.9,8.426,imf_datamapper_v1
AUT,2013,1.7,426.587,-0.3,2.1,5.4,82.4,8.477,imf_datamapper_v1
AUT,2014,2.4,438.669,0.8,1.5,6.0,85.2,8.544,imf_datamapper_v1
AUT,2015,1.6,379.584,1.3,0.8,6.2,85.6,8.63,imf_datamapper_v1
AUT,2016,2.6,393.579,2.1,1.0,6.5,83.4,8.74,imf_datamapper_v1
AUT,2017,1.3,414.78,2.3,2.2,6.0,79.1,8.815,imf_datamapper_v1
AUT,2018,0.8,452.787,2.5,2.1,5.2,74.6,8.885,imf_datamapper_v1
AUT,2019,2.4,443.033,1.8,1.5,4.8,71.0,8.859,imf_datamapper_v1
AUT,2020,3.4,434.05,-6.3,1.4,5.5,83.2,8.901,imf_datamapper_v1
AUT,2021,1.7,480.786,4.9,2.8,6.2,82.4,8.932,imf_datamapper_v1
AUT,2022,-1.3,473.594,5.3,8.6,4.7,78.1,8.978,imf_datamapper_v1
AUT,2023,1.6,516.82,-0.8,7.7,5.1,77.8,9.105,imf_datamapper_v1
AZE,2010,28.4,52.909,5.0,5.7,5.6,5.0,8.997,imf_datamapper_v1
AZE,2011,26.0,65.952,0.1,7.9,5.4,5.0,9.111,imf_datamapper_v1
AZE,2012,21.4,69.684,2.2,1.1,5.2,5.8,9.235,imf_datamapper_v1
AZE,2013,16.6,74.164,5.8,2.4,5.0,6.2,9.356,imf_datamapper_v1
AZE,2014,13.9,75.235,2.8,1.4,4.9,8.5,9.477,imf_datamapper_v1
AZE,2015,-0.4,52.997,1.1,4.0,5.0,18.0,9.593,imf_datamapper_v1
AZE,2016,-3.6,37.83,-3.1,12.4,5.0,20.6,9.705,imf_datamapper_v1
AZE,2017,4.1,41.375,0.2,12.9,5.0,22.5,9.81,imf_datamapper_v1
AZE,2018,12.8,47.113,1.5,2.3,4.9,18.7,9.898,imf_datamapper_v1
AZE,2019,9.1,48.174,2.5,2.6,5.0,17.7,9.951,imf_datamapper_v1
AZE,2020,-0.5,42.693,-4.2,2.8,7.2,21.3,9.974,imf_datamapper_v1
AZE,2021,15.1,54.825,5.6,6.7,6.0,26.3,10.026,imf_datamapper_v1
AZE,2022,29.8,78.807,4.7,13.9,5.6,17.3,10.063,imf_datamapper_v1
AZE,2023,11.5,72.428,1.4,8.8,5.5,21.8,10.127,imf_datamapper_v1
AZQ,2010,-3.5,1404.192,2.3,2.8,,21.3,26.525,imf_datamapper_v1
AZQ,2011,-3.0,1687.592,2.6,3.4,,25.0,26.908,imf_datamapper_v1
AZQ,2012,-4.3,1751.245,3.7,1.6,,28.2,27.339,imf_datamapper_v1
AZQ,2013,-3.4,1713.834,2.2,2.3,,30.8,27.745,imf_datamapper_v1
AZQ,2014,-3.1,1663.316,2.7,2.3,,33.9,28.16,imf_datamapper_v1
AZQ,2015,-4.5,1415.238,2.5,1.3,,37.2,28.597,imf_datamapper_v1
AZQ,2016,-3.3,1453.638,2.9,1.2,,39.6,29.102,imf_datamapper_v1
AZQ,2017,-2.9,1590.03,2.5,2.0,,39.8,29.574,imf_datamapper_v1
AZQ,2018,-2.8,1632.086,2.9,1.9,,39.9,30.047,imf_datamapper_v1
AZQ,2019,-0.5,1602.95,2.1,1.6,,44.6,30.497,imf_datamapper_v1
AZQ,2020,1.2,1577.509,-1.9,1.0,,55.1,30.699,imf_datamapper_v1
AZQ,2021,1.2,1909.844,5.4,3.0,,54.3,30.858,imf_datamapper_v1
AZQ,2022,-0.9,1976.398,4.0,6.7,,49.7,31.41,imf_datamapper_v1
AZQ,2023,-1.2,2001.825,2.1,5.6,,49.1,32.156,imf_datamapper_v1
BDI,2010,-12.2,2.032,5.1,6.5,,46.9,9.376,imf_datamapper_v1
BDI,2011,-14.5,2.236,4.0,9.6,,42.7,9.718,imf_datamapper_v1
BDI,2012,-19.7,2.333,4.4,18.2,,41.4,10.071,imf_datamapper_v1
BDI,2013,-20.6,2.456,4.9,7.9,,37.9,10.439,imf_datamapper_v1
BDI,2014,-15.8,2.706,4.2,4.4,,38.0,10.8,imf_datamapper_v1
BDI,2015,-11.5,3.104,-3.9,5.5,,39.9,11.048,imf_datamapper_v1
BDI,2016,-11.1,2.96,-0.6,5.6,,46.1,11.239,imf_datamapper_v1
BDI,2017,-11.8,3.172,0.5,15.8,,46.9,11.507,imf_datamapper_v1
BDI,2018,-12.8,3.037,1.6,-2.8,,53.0,11.859,imf_datamapper_v1
BDI,2019,-11.6,3.009,1.8,-0.8,,60.1,12.255,imf_datamapper_v1
BDI,2020,-11.2,3.089,0.3,7.5,,65.9,12.617,imf_datamapper_v1
BDI,2021,-12.6,3.356,3.1,8.4,,63.6,12.965,imf_datamapper_v1
BDI,2022,-16.8,3.922,1.8,18.9,,69.8,13.321,imf_datamapper_v1
BDI,2023,-14.8,4.291,2.7,27.1,,59.9,13.689,imf_datamapper_v1
BEL,2010,1.6,481.949,2.7,2.3,8.4,100.2,10.84,imf_datamapper_v1
BEL,2011,-1.9,527.106,1.9,3.4,7.2,102.7,11.001,imf_datamapper_v1
BEL,2012,-0.1,498.731,0.2,2.6,7.6,104.3,11.076,imf_datamapper_v1
BEL,2013,1.0,524.106,0.3,1.2,8.6,105.0,11.138,imf_datamapper_v1
BEL,2014,0.8,538.127,1.8,0.5,8.7,106.6,11.181,imf_datamapper_v1
BEL,2015,1.4,461.091,1.5,0.6,8.7,105.6,11.237,imf_datamapper_v1
BEL,2016,0.6,474.141,1.2,1.8,7.8,105.5,11.311,imf_datamapper_v1
BEL,2017,0.7,500.733,1.5,2.2,7.1,102.5,11.352,imf_datamapper_v1
BEL,2018,-0.9,542.885,1.9,2.3,6.0,100.1,11.399,imf_datamapper_v1
BEL,2019,0.1,536.787,2.4,1.2,5.4,97.6,11.456,imf_datamapper_v1
BEL,2020,0.9,529.269,-4.8,0.4,5.6,111.2,11.522,imf_datamapper_v1
BEL,2021,1.8,598.92,6.3,3.2,6.3,108.5,11.555,imf_datamapper_v1
BEL,2022,-1.9,591.551,4.0,10.3,5.6,103.1,11.618,imf_datamapper_v1
BEL,2023,0.2,651.518,1.7,2.3,5.5,102.2,11.743,imf_datamapper_v1
BEN,2010,-5.6,9.543,2.1,2.1,,21.0,9.797,imf_datamapper_v1
BEN,2011,-4.8,10.691,3.0,2.7,,21.9,10.094,imf_datamapper_v1
BEN,2012,-5.2,11.148,4.8,6.7,,19.5,10.398,imf_datamapper_v1
BEN,2013,-5.4,12.518,7.2,0.4,,18.5,10.709,imf_datamapper_v1
BEN,2014,-6.7,13.288,6.4,-0.6,,22.3,11.03,imf_datamapper_v1
BEN,2015,-6.0,11.389,1.8,0.2,,30.9,11.361,imf_datamapper_v1
BEN,2016,-3.0,11.818,3.3,-0.8,,35.9,11.698,imf_datamapper_v1
BEN,2017,-4.2,12.766,5.6,1.8,,39.4,12.04,imf_datamapper_v1
BEN,2018,-4.5,14.346,6.6,0.8,,40.8,12.383,imf_datamapper_v1
BEN,2019,-3.9,14.697,7.1,-0.9,,40.4,12.727,imf_datamapper_v1
BEN,2020,-1.7,15.674,3.8,3.0,,46.1,13.07,imf_datamapper_v1
BEN,2021,-4.2,17.699,7.2,1.7,,55.6,13.413,imf_datamapper_v1
BEN,2022,-5.7,17.439,6.3,1.4,,59.7,13.76,imf_datamapper_v1
BEN,2023,-8.2,19.679,6.4,2.7,,61.3,14.111,imf_datamapper_v1
BFA,2010,-1.8,10.118,8.4,-0.6,,23.7,16.176,imf_datamapper_v1
BFA,2011,-1.3,12.078,6.6,2.8,,24.5,16.662,imf_datamapper_v1
BFA,2012,-1.3,12.569,6.5,3.8,,25.2,17.172,imf_datamapper_v1
BFA,2013,-10.0,13.444,5.8,0.5,,25.9,17.695,imf_datamapper_v1
BFA,2014,-7.2,13.947,4.3,-0.3,,26.1,18.229,imf_datamapper_v1
BFA,2015,-7.6,11.833,3.9,1.7,,31.3,18.777,imf_datamapper_v1
BFA,2016,-6.1,12.829,6.0,0.4,,32.9,19.335,imf_datamapper_v1
BFA,2017,-5.0,14.094,6.2,1.5,,33.9,19.894,imf_datamapper_v1
BFA,2018,-4.2,15.916,6.6,2.0,,38.1,20.438,imf_datamapper_v1
BFA,2019,-3.3,16.092,5.9,-3.2,,41.7,20.962,imf_datamapper_v1
BFA,2020,4.2,17.837,2.0,1.9,,43.6,21.479,imf_datamapper_v1
BFA,2021,0.4,19.708,6.9,3.9,,55.5,21.995,imf_datamapper_v1
BFA,2022,-7.5,18.662,1.6,13.8,,59.2,22.509,imf_datamapper_v1
BFA,2023,-5.1,20.116,3.0,0.9,,56.8,23.026,imf_datamapper_v1
BGD,2010,2.3,138.094,5.6,7.3,,29.6,147.575,imf_datamapper_v1
BGD,2011,-1.4,154.097,6.5,8.8,,29.4,149.274,imf_datamapper_v1
BGD,2012,-0.3,159.749,6.5,8.9,,29.1,151.008,imf_datamapper_v1
BGD,2013,1.3,179.676,6.0,6.8,,28.3,152.765,imf_datamapper_v1
BGD,2014,0.7,207.102,6.1,7.3,,28.7,154.52,imf_datamapper_v1
BGD,2015,1.2,233.687,6.6,6.4,,28.2,156.256,imf_datamapper_v1
BGD,2016,1.6,265.236,7.1,5.9,,27.7,157.971,imf_datamapper_v1
BGD,2017,-0.5,293.755,6.6,5.4,,28.3,159.671,imf_datamapper_v1
BGD,2018,-3.0,321.379,7.3,5.8,,29.6,161.356,imf_datamapper_v1
BGD,2019,-1.3,351.238,7.9,5.5,,32.0,163.046,imf_datamapper_v1
