country_code,year,remittances_received_usd,remittances_paid_usd,remittances_pct_gdp,gdp_usd,gdp_per_capita_usd,gdp_growth_pct,gni_per_capita_usd,inflation_cpi_pct,unemployment_pct,current_account_pct_gdp,population_total,population_growth_pct,urban_population_pct,personal_remittances_recv,personal_remittances_paid,net_migration,migrant_stock_total,poverty_headcount_pct,life_expectancy_years,remittance_cost_inward_pct,remittance_cost_outward_pct,forex_reserves_usd,fdi_inflows_usd,bank_branches_per_100k,atms_per_100k,mobile_money_accounts_pct,country_name,region,income_group,capital_city,latitude,longitude,source_engine,remittances_per_capita_usd,remittances_growth_yoy
1A,2020,57583992499.3162,79264118677.7164,2.71193348040401,2604104981819.8,5739.41283580539,-5.30102786914752,6062.32931818815,,11.2951503646669,,453723239.0,2.10294522896747,59.0899689866908,57583992499.3162,79264118677.7164,-280925.0,40035123.0,,70.7265588103862,,,,32410671974.4138,12.1129310940098,28.9130369197499,8.67417578117014,1A,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,126.9144,4.55
1A,2021,66676985347.7617,85987523328.4177,2.62155659271095,3085141461685.6,6697.41498492196,4.43160883511413,6472.7415672444,,10.8627489086684,,460646603.0,1.51437547360799,59.112484714184,66676985347.7617,85987523328.4177,471864.0,,,70.4041144889903,,,,68885397873.7187,12.2186396655904,29.2766567739344,8.99048256334658,1A,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,144.7465,15.79
1A,2022,64242361487.413,87545112785.7168,2.07974804610239,3747416641077.45,7950.35581975672,7.00775934349392,7279.3204310714,,9.74413095599936,,471352066.0,2.29741398218854,59.3339325148117,64242361487.413,87545112785.7168,2684826.0,,,71.8760955992222,,,,76893624303.3792,12.3755011694668,29.5199656494945,9.48106494049654,1A,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,136.2938,-3.65
1A,2023,55703970871.3019,137955542781.205,1.61835403055768,3622495663981.78,7513.89907880749,1.63495022269882,7649.38346837063,,9.31338863204988,,482105978.0,2.25586602644063,59.569940800309,55703970871.3019,137955542781.205,482824.0,,,72.4446783578531,,,,88135068104.7684,10.9657672707171,30.6465550125215,,1A,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,115.543,-13.29
1W,2010,414158103028.594,313366791482.751,0.640816939876728,66811191491614.9,9542.72886249208,4.52424032554684,9404.15208222534,,6.28092769649237,,7001266876.0,1.21683691645466,51.7589871197018,414158103028.594,313366791482.751,0.0,220531436.0,21.0,70.6818497084676,,,,1843471033404.19,10.8360937705503,32.1537927529225,17.8,1W,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,59.1547,
1W,2011,464593277247.979,353841559792.176,0.64646580325007,74309709353789.3,10485.1771943036,3.33900335400304,9888.74992969775,,6.14877677051057,,7087120034.0,1.21879419279509,52.4574472014951,464593277247.979,353841559792.176,0.0,,19.1,70.9680197134964,,,,2388428015628.44,11.6357427151684,32.1437932819472,17.2,1W,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,65.5546,12.18
1W,2012,486241832983.375,359340543202.733,0.667200662677984,75960594595757.0,10583.9966715989,2.73120979279709,10468.9775151875,,6.15180927283385,,7176929184.0,1.2592544430215,52.9169643228086,486241832983.375,359340543202.733,0.0,,17.8,71.2637251826139,,,,2070403778459.73,11.896652458245,35.5111976242198,16.7,1W,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,67.7507,4.66
1W,2013,517902605226.042,392165719128.197,0.690201705730263,78034892841179.1,10739.8911620948,2.88814205849093,10838.3648415522,,6.09906293447201,,7265892332.0,1.23195143086439,53.4324285544528,517902605226.042,392165719128.197,0.0,,15.5,71.5326075432729,,,,2167121813554.3,11.9670388887905,37.2132944494421,16.0,1W,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,71.2786,6.51
1W,2014,553609482724.958,406477831204.688,0.718224162059309,80054888775431.1,10885.7966024868,3.13301748764181,10945.1238777628,,5.95720582647446,,7354068030.0,1.20625179516653,53.9080111998113,553609482724.958,406477831204.688,0.0,,14.5,71.775442613023,,,,1966506826818.72,12.2530972794752,35.8545169573029,15.1,1W,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,75.2794,6.89
1W,2015,544045552875.759,379891249641.771,0.746351886254658,75621913961646.1,10161.9445773233,3.11378907834427,10591.4941356414,,5.99825160171964,,7441677465.0,1.18426555730454,54.4246815745034,544045552875.759,379891249641.771,0.0,249519079.0,13.4,71.9646262286432,,,,2793914289965.03,12.0369321400249,36.2944772575893,14.1,1W,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,73.1079,-1.73
1W,2016,535375623168.172,383463914596.532,0.722008619647385,76831684012526.2,10204.9287763386,2.7935920724707,10335.1044245316,,5.97068694834666,,7528879985.0,1.16500012197801,54.8936424211134,535375623168.172,383463914596.532,0.0,,12.6,72.1847318478467,,,,2752324024591.62,11.9724579866609,37.7413480461913,13.4,1W,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,71.1096,-1.59
1W,2017,577268246600.367,413306498211.017,0.729642571119282,81839102917044.7,10747.764306505,3.45183009055702,10409.2582638969,,5.89788808678893,,7614523410.0,1.13111083254035,55.3184226450948,577268246600.367,413306498211.017,0.0,,11.8,72.3651230321768,,,,2260360602600.55,11.5058382885975,37.889355742944,13.0,1W,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,75.8115,7.82
1W,2018,621694735621.464,445543594939.514,0.736857018790862,87050964956078.4,11309.3830773178,3.27395826417857,11106.9628910125,,5.75951966875999,,7697233736.0,1.08036105447289,55.7510358807325,621694735621.464,445543594939.514,0.0,,11.1,72.6433686298045,,,,1106786548904.5,11.4740129904081,37.507431381099,12.4,1W,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,80.7686,7.7
1W,2019,641686625343.788,454067388333.389,0.748502154044041,88483262418196.7,11376.0818134476,2.67911757479926,11538.1013140821,,5.58822341975783,,7778008621.0,1.04393348684165,56.1393998135593,641686625343.788,454067388333.389,0.0,,,72.8686343875761,,,,1943372537444.88,10.7446206734539,40.2613670135585,11.9,1W,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,82.5001,3.22
1W,2020,641425747104.311,438608023419.528,0.770347248160742,85912761035231.2,10937.6846205191,-2.89922310337025,11100.7556875274,,6.58731449706782,,7854748424.0,0.981789958072561,56.442553264507,641425747104.311,438608023419.528,0.0,274711307.0,11.4,72.181968378825,,,,1188762892808.14,10.4206492852491,40.9727457433031,11.5,1W,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,81.6609,-0.04
1W,2021,718860867618.887,477680273781.142,0.756384021794641,98140475264975.8,12390.6686716727,6.4133496154197,12194.1366522851,,6.0451914548011,,7920514854.0,0.833796683538021,56.8075140054202,718860867618.887,477680273781.142,0.0,,11.3,71.2149086723293,,,,2519965443464.01,11.1068942610046,39.7190084714583,11.2,1W,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,90.7594,12.07
1W,2022,771832005074.578,502736993591.315,0.780734416038753,102251524725531.0,12798.1658465319,3.40305483746891,12984.7385104556,,5.23426188470581,,7989545217.0,0.867762860278982,57.0703302851395,771832005074.578,502736993591.315,0.0,,10.9,72.9675581482237,,,,1938011098458.34,10.8014169691746,38.497773152452,10.9,1W,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,96.6052,7.37
1W,2023,799418485648.256,594649908306.371,0.771714281425808,106741647821064.0,13236.7163960917,2.94859475004874,13326.702099959,,4.84957114230342,,8064057930.0,0.92830559485171,57.3099507018106,799418485648.256,594649908306.371,0.0,,10.6,73.3288401042825,,,,956758819781.735,12.295841805751,40.418200058863,10.6,1W,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,99.1335,3.57
4E,2010,49239841340.2179,17027968467.0356,0.627150534445635,8008611577123.89,4057.86521472833,9.89795112070591,3796.82755052529,,4.16370037437203,,1973602166.0,0.741733055460152,47.6560812444264,49239841340.2179,17027968467.0356,-193531.0,7444435.0,,73.7616390609633,,,,298436521980.781,4.02923481550052,15.1065248611643,18.5453419302658,4E,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,24.9492,
4E,2011,54766304936.5588,18625170251.4863,0.571113128923462,9774259220654.2,4913.89394942906,8.58482682972522,4387.27050070781,,4.11479448813573,,1989106668.0,0.782524367389617,49.6140488674567,54766304936.5588,18625170251.4863,-655632.0,,,73.9857453156401,,,,337099826364.325,4.19091644488477,16.8046172447693,17.6097712714068,4E,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,27.5331,11.22
4E,2012,58196522474.391,19028170059.8877,0.544093007954953,10905337947546.2,5434.82527120289,7.57914812749354,5126.87230399798,,4.05276045051969,,2006566431.0,0.873939068297722,50.6757055422017,58196522474.391,19028170059.8877,87349.0,,,74.2597872053228,,,,304476165746.708,6.07975345254536,19.9030841965095,17.0526349479735,4E,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,29.003,6.26
4E,2013,63855018966.1384,20019306502.2872,0.540288755910003,12047512338954.1,5952.7689297214,7.31754182442093,5762.39008119949,,4.05506180796151,,2023850158.0,0.857669799986749,51.8122190695644,63855018966.1384,20019306502.2872,-351854.0,,,74.4859323786011,,,,361637002662.234,6.28105965721772,22.0312593026845,15.8292574049572,4E,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,31.5513,9.72
4E,2014,79271943827.0571,24188813580.829,0.621501070733804,13004689014662.5,6373.64846984799,7.02297626347401,6271.23757847242,,4.05030843985024,,2040383789.0,0.813620594831593,52.8565756064242,79271943827.0571,24188813580.829,-528520.0,,,74.7194528121745,,,,329530055513.562,6.84780220115036,23.068978387254,14.6058013386333,4E,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,38.8515,24.14
4E,2015,84351533812.0674,26478013779.6482,0.634587940400697,13548904084321.4,6589.77076427462,6.6614246586106,6528.66830040704,,4.12458341898818,,2056050896.0,0.764918012604477,54.1114656751357,84351533812.0674,26478013779.6482,-1000530.0,8325687.0,,74.9511243848739,,,,305948434262.483,7.30529608148158,24.516391200835,12.849879549292,4E,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,41.026,6.41
4E,2016,79437557056.1442,27270099899.1497,0.585419995288908,13844122751569.4,6683.18386700353,6.51009063718404,6739.83385945521,,4.04312471702124,,2071486140.0,0.747918955883516,55.3186115241997,79437557056.1442,27270099899.1497,-123501.0,,,75.1559117663434,,,,220117728865.986,8.01147417569164,25.66301468889,11.542227513424,4E,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,38.3481,-5.83
4E,2017,83918430167.0559,36853707092.8558,0.566444513375703,15115625540264.8,7241.92533864361,6.66672230599954,7083.01194056273,,3.9216662036523,,2087238522.0,0.757561926599341,56.4654638258327,83918430167.0559,36853707092.8558,-126551.0,,,75.2396714880306,,,,239673765902.258,8.15493256315933,26.6414299902926,11.1442699122264,4E,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,40.2055,5.64
4E,2018,84167015454.4618,39125196388.9296,0.507935951946913,16902110052652.3,8045.94630458507,6.53713724894706,7773.36217844528,,3.81235265554938,,2100698838.0,0.642815839523057,57.6502705350874,84167015454.4618,39125196388.9296,-255673.0,,,75.57828618156,,,,311000387127.277,8.34907476039909,27.0452057264663,10.8441881266264,4E,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,40.0662,0.3
4E,2019,81536144388.3719,41492235112.005,0.475525102814259,17503274977303.3,8286.3981179292,5.88586101772283,8375.14344999575,,3.90432643103478,,2112289891.0,0.550254605067876,58.6555692756585,81536144388.3719,41492235112.005,-645228.0,,,75.7689690321509,,,,260822975228.383,8.57494533869463,27.6040260053066,10.6224900156035,4E,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,38.6008,-3.13
4E,2020,77093482635.7609,39786409651.2651,0.444168107753792,17805166443182.2,8391.27634645494,1.34522560098827,8460.4731989943,,4.36943697408605,,2121866294.0,0.452341336047048,59.3705245555409,77093482635.7609,39786409651.2651,-105012.0,9095373.0,,75.6976393295064,,,,302942380265.47,8.77114476644331,29.4032730859867,10.1,4E,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,36.3329,-5.45
4E,2021,83341381437.7823,43739425196.4635,0.401228195532238,21231425978691.4,9974.57829690175,7.71979646853711,9496.8155410502,,4.13328662810016,,2128553744.0,0.314672689212406,60.3526131684329,83341381437.7823,43739425196.4635,-369368.0,,,75.2781418410849,,,,437579910266.395,8.77777453041303,31.6492661070635,10.0,4E,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,39.154,8.1
4E,2022,92528850895.705,46951794467.448,0.439343666688446,21563881384135.8,10106.9935977814,3.54811147025214,10236.2417528447,,4.23491194246921,,2133560408.0,0.234938160938111,60.8593968560328,92528850895.705,46951794467.448,-517633.0,,,75.9325409436903,,,,278635038426.946,8.7089569765143,37.9728411927769,9.9,4E,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,43.3683,11.02
4E,2023,99329152741.6294,48363501552.52,0.470418278373029,21644412635340.6,10125.9095208645,5.25527986417276,10664.2476343106,,3.97712381690091,,2137527754.0,0.185776878891948,61.2276463501262,99329152741.6294,48363501552.52,-746222.0,,,75.8806830895266,,,,128424134712.057,8.56192772405958,38.4149755411146,9.9,4E,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,46.4692,7.35
7E,2010,31230235428.5555,6571394869.98141,2.29213516757286,1385078523367.67,6019.29491137959,7.12596948217272,5789.67270642436,,9.54059516043394,,230106440.0,0.809647377625494,60.7251070375303,31230235428.5555,6571394869.98141,-292154.0,12985189.0,,71.9125911481178,,,,40138292861.6411,19.74199419892,34.2691709170218,21.7393105796364,7E,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,135.7208,
7E,2011,36574364221.4555,7792506011.39231,2.36725495028117,1574244960285.95,6785.87680428259,8.32799694953145,6226.15473639103,,8.88391871872232,,231988438.0,0.814554973650254,61.3214773416833,36574364221.4555,7792506011.39231,-202066.0,,,72.1509502224104,,,,61721521370.8185,21.6404788130587,41.315849392581,21.4570388935223,7E,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,157.656,17.11
7E,2012,39328711290.9444,9174892085.68346,2.42198825419737,1658983451713.25,7093.45607745799,4.06057081666241,6820.3528461379,,8.60097981057875,,233875199.0,0.810010125822472,62.2669531526226,39328711290.9444,9174892085.68346,29785.0,,,72.6735984954506,,,,52250979256.6667,22.2312545172851,45.0268309793004,20.6026980090876,7E,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,168.1611,7.53
7E,2013,42846759132.9818,10377592070.7031,2.42141135878428,1808692800315.95,7667.03397664675,6.51713885377283,7406.84626434333,,8.56358395138192,,235905150.0,0.864218198399977,63.8500039555659,42846759132.9818,10377592070.7031,186549.0,,,73.1258294397593,,,,43878669866.264,21.9700921056234,44.7029459829599,20.1777553867759,7E,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,181.6271,8.95
7E,2014,40404149670.2418,10863955081.1844,2.38836829588588,1735229369225.69,7290.90050313923,3.18257259715766,7411.97463982434,,8.96073635337147,,237999321.0,0.883800326645575,65.5655995922325,40404149670.2418,10863955081.1844,697221.0,,,73.4195161256746,,,,40134442920.0678,21.343786326003,46.5857614868221,19.2426273798796,7E,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,169.7658,-5.7
7E,2015,33881059428.1647,8186501446.88823,2.29752832197752,1510474002479.16,6291.45594655745,3.4161267268946,6953.22967780931,,8.9610543144391,,240083379.0,0.871845478201362,66.8135844921441,33881059428.1647,8186501446.88823,794379.0,15200001.0,,73.755408258866,,,,44225910958.3385,21.3303575044353,47.4595101479416,17.8955419997222,7E,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,141.1221,-16.14
7E,2016,34844623313.4691,6748598663.48925,2.46425584016285,1450171284448.8,5986.89723080084,2.78383354652405,6316.0461490634,,9.03756351375215,,242224182.0,0.88773937316308,67.2028741800351,34844623313.4691,6748598663.48925,159523.0,,,74.0313769065099,,,,52513989944.0153,20.9876065523793,50.2052633981042,17.281743080908,7E,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,143.8528,2.84
7E,2017,41857510722.8521,6749867466.14974,2.86367784987239,1499595960769.3,6138.12063922999,6.00300899758489,6123.63795763095,,8.94336027365094,,244308649.0,0.856871158993943,67.2908425220823,41857510722.8521,6749867466.14974,478993.0,,,74.4033539029016,,,,35721733570.269,19.0784439762747,50.9156857622374,16.49775593687,7E,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,171.3304,20.13
7E,2018,47342706779.9335,7019745761.34887,3.29518731963593,1477488205993.51,5996.28775888893,3.76177122621912,6134.91023279119,,8.61159005290134,,246400484.0,0.852581511333748,67.4464992918229,47342706779.9335,7019745761.34887,-43852.0,,,74.5927989243036,,,,32415711361.8656,19.3965526309257,53.0716428839449,16.2177346426048,7E,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,192.1372,13.1
7E,2019,49336988478.0579,7196184198.80967,3.36112813881835,1508679974755.36,6069.27407282315,2.5819078238094,6112.38166718514,,9.11807057814077,,248576676.0,0.8793157332119,67.7517086172661,49336988478.0579,7196184198.80967,-192835.0,,,74.8158340567546,,,,35787177642.4768,18.5601061250875,53.8982763772915,15.6672546918437,7E,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,198.4779,4.21
7E,2020,45807006198.8231,6847397461.03165,3.26128955427082,1446077189727.52,5776.19343817718,0.276088024593605,5906.65951108059,,9.26814225066228,,250351240.0,0.711353855412666,67.9547177892126,45807006198.8231,6847397461.03165,-72867.0,18049954.0,,73.5536868675669,,,,26545355555.15,18.435613724534,54.2993778212663,15.1,7E,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,182.971,-7.15
7E,2021,55288384824.092,8214249404.43498,3.37048496989571,1680958734568.53,6673.97429035651,9.28042104515386,6472.2697759003,,8.95407922243149,,251867727.0,0.603916502040543,68.150425455559,55288384824.092,8214249404.43498,-142173.0,,,72.8823762052943,,,,39115544883.7132,16.3984709487917,56.2829009850671,14.5,7E,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,219.5136,20.7
7E,2022,68793747302.3068,11165876283.1316,3.86909035149137,1820242864725.09,7266.02243154199,3.07901753477167,6931.46038491078,,7.71538545377934,,250514347.0,-0.538786451184916,68.1628939259503,68793747302.3068,11165876283.1316,-5779610.0,,,74.5731684190474,,,,33334246267.1368,17.2163150559895,58.4833473068339,13.6,7E,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,274.61,24.43
7E,2023,60194183220.5003,8425566373.0334,2.89093671153468,2143244215113.25,8617.04840986329,5.03672042034297,7793.26047952472,,7.17966785115489,,248721385.0,-0.718285809218231,68.1621549417313,60194183220.5003,8425566373.0334,-700818.0,,,74.7901887741185,,,,39847567611.3404,23.9962341650495,62.2338969498551,13.0,7E,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,242.0145,-12.5
8S,2010,71928827061.8143,4656762295.82824,3.84681758803617,1869826822189.78,1294.02734404973,8.19440351757765,1170.70869888607,,7.16328861819797,,1444967010.0,1.36549213990938,30.9636904041139,71928827061.8143,4656762295.82824,-1527208.0,7670710.0,30.4,67.3525068406787,,,,29486186946.7105,8.87001976906874,7.22105397979766,2.82686068079447,8S,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,49.7789,
8S,2011,83953510711.4656,5041684272.64661,4.10382405587597,2045738549420.96,1397.00682550999,5.45109403202389,1310.14798503357,,7.17458097714582,,1464372623.0,1.33404162065593,31.3499145522495,83953510711.4656,5041684272.64661,-1528171.0,,27.6,67.8108394834024,,,,39267994197.1236,9.20100809577727,8.02164804516508,2.6146213538792,8S,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,57.3307,16.72
8S,2012,93753495542.3747,6038897607.70811,4.55565595116189,2057958207279.98,1387.18205956625,5.64515915604163,1424.79537220007,,7.23720359721905,,1483553073.0,1.30130285791405,31.6728581018008,93753495542.3747,6038897607.70811,-1435652.0,,25.2,68.2629615309516,,,,26865516801.8179,9.73808295108413,9.18627619812418,2.4688483554982,8S,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,63.1952,11.67
8S,2013,95858312691.5299,7657031546.46868,4.54068602037698,2111097579998.97,1405.8407235793,6.23326513040877,1466.60431213018,,7.31372620028363,,1501661991.0,1.21325530961961,32.0003773282425,95858312691.5299,7657031546.46868,-1417862.0,,22.8,68.6853288301062,,,,32143974283.1619,10.0980930422935,10.552003749437,2.31952707966988,8S,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,63.8348,2.25
8S,2014,98318913349.6692,7504016654.65019,4.23229781559454,2323062261530.8,1528.49208733408,7.24547986692529,1513.53140298836,,7.29419854752289,,1519839246.0,1.20320813189132,32.3195810824512,98318913349.6692,7504016654.65019,-1452161.0,,20.0,69.1208563538772,,,,38396776440.68,10.7226953473701,12.9992126080674,2.0847711091412,8S,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,64.6903,2.57
8S,2015,97958196628.2857,6224033579.11153,4.05707430079411,2414503392484.38,1570.54142462917,7.68973935167961,1561.6737212224,,7.27349261228767,,1537370078.0,1.1468644959451,32.6380348100917,97958196628.2857,6224033579.11153,-1805393.0,7339031.0,,69.5110334122263,,,,47876623186.1024,11.3412378760395,13.2782060240615,1.9,8S,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,63.718,-0.37
8S,2016,90230509205.5988,7007746091.8921,3.36767311252932,2679313169377.96,1722.90703415144,7.96912333627881,1664.04598955698,,7.25080318686175,,1555111864.0,1.14742662932202,32.9532139923473,90230509205.5988,7007746091.8921,-1187121.0,,,69.9184707063298,,,,48262865297.6365,12.1085901150961,10.1804071661316,1.8,8S,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,58.0219,-7.89
8S,2017,96634709131.9885,8511480401.00279,3.14161603576193,3075955432871.73,1956.06707554186,6.78411966003432,1800.11474991625,,7.24969569674111,,1572520427.0,1.11322183437414,33.2643876230047,96634709131.9885,8511480401.00279,-1670087.0,,,70.2904723380061,,,,43786729857.6174,13.1848610098575,10.8681386649152,1.7,8S,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,61.4521,7.1
8S,2018,109748448281.635,8440106645.26064,3.47322624507113,3159841615195.07,1988.3663331799,6.3936663253368,1998.71985787588,,7.28140399591901,,1589164714.0,1.0528841436166,33.5735795082406,109748448281.635,8440106645.26064,-1932697.0,,,70.6523573971364,,,,46799690261.3378,14.8815649859653,14.275914710949,1.6,8S,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,69.0605,13.57
8S,2019,116750192940.58,9426064535.9118,3.51817795889094,3318484576527.33,2067.05975687637,4.09454306508007,2105.40954764716,,6.30644937347767,,1605412986.0,1.01724945450809,33.8860664509609,116750192940.58,9426064535.9118,-1832053.0,,,70.9975623145981,,,,54421771180.7291,16.0551182678795,16.6219863063104,1.5,8S,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,72.7228,6.38
